scientific_name,Adult_svl_cm,Body_mass_g,Maturity_d,Max_longevity_d,Longevity_d,Litter_clutch_size,Trophic_level,Diel_activity,Habitat_breadth_IUCN
Lepidodactylus guppyi,,3.574066946,,,,1.999930935,,Nocturl,1
Lepidodactylus herrei,,3.677973958,,,,,,Nocturl,5
Lepidodactylus intermedius,4.475,1.7,,,,1.699808513,,,
Lepidodactylus labialis,,5.310541296,,,,,,Nocturl,
Lepidodactylus listeri,4.67,3.054921113,,,,2,Carnivore,Nocturl,1
Lepidodactylus lombocensis,,1.388604734,,,,,,Nocturl,
Lepidodactylus lugubris,4.475,1.599994193,145.351,3250.725,,1.7,Omnivore,Nocturl,
Lepidodactylus magnus,,7.406551207,,,,1.999930935,,Nocturl,5
Lepidodactylus manni,,2.514648998,,,,1.999930935,,Nocturl,1
Lepidodactylus moestus,,1.585181402,,,,1.749930935,,Nocturl,3
Lepidodactylus mutahi,,3.899709933,,,,,,,2
Lepidodactylus novaeguineae,,2.10188922,,,,,,,2
Lepidodactylus oligoporus,,2.505943216,,,,,,Nocturl,
Lepidodactylus oortii,,4.018226965,,,,,,,1
Lepidodactylus orientalis,,1.876765812,,,,,,,6
Lepidodactylus pantai,,,,,,,Carnivore,Nocturl,
Lepidodactylus paurolepis,,1.47772954,,,,,,Nocturl,1
Lepidodactylus planicaudus,,1.691337031,,,,1.500015095,,Nocturl,4
Lepidodactylus pulcher,,3.677973958,,,,,,,1
Lepidodactylus pumilus,,2.505943216,,,,2,Omnivore,Nocturl,2
Lepidodactylus rauensis,,2.485862073,,,,1.999930935,,Nocturl,
Lepidodactylus shebae,,1.176726629,,,,,,,1
Lepidodactylus tepukapili,,2.878795272,,,,,,,
Lepidodactylus vanuatuensis,,2.413305048,,,,1.749930935,Omnivore,Nocturl,4
Lepidodactylus woodfordi,,1.612774378,,,,,Carnivore,Nocturl,
Lepidodactylus yami,,1.724923344,,,,1.999930935,,Nocturl,
Lepidophyma chicoasensis,,32.20534396,,,,5,,,2
Lepidophyma cuicateca,,2.825509134,,,,,,,
Lepidophyma dontomasi,,3.402040949,730.56,,,,,,2
Lepidophyma flavimaculatum,8.24,14.22841788,,4748.25,3816.8625,5,Carnivore,Other,3
Lepidophyma gaigeae,6.6,5.6,,,,2.5,Carnivore,Nocturl,3
Lepidophyma lineri,8.24,1,,4017.75,3816.8625,,,,1
Lepidophyma lipetzi,,3.214247061,,,,,,,2
Lepidophyma lowei,,4.203633142,,,,4,,,1
Lepidophyma mayae,,14.49385927,,,,,Carnivore,Other,1
Lepidophyma micropholis,,27.40787086,,,,6.5,Carnivore,Other,2
Lepidophyma occulor,9.72,23.1739465,,4017.75,3816.8625,,Carnivore,Nocturl,3
Lepidophyma pajapanensis,,11.29897957,,,,6,Carnivore,Nocturl,4
Lepidophyma radula,,2.825509134,,,,,,,1
Lepidophyma reticulatum,8.24,21.8,,4017.75,3816.8625,,,,4
Lepidophyma smithii,9.72,18.15,,2922,3816.8625,8,Herbivore,Other,8
Lepidophyma sylvaticum,7.5,28.97343588,,,,6,,,3
Lepidophyma tarascae,,15.99779014,,,,,Omnivore,Other,2
Lepidophyma tuxtlae,8.24,11.3,,2812.425,3816.8625,4.911111111,Omnivore,Nocturl,2
Lepidophyma zongolica,,7.314122666,,,,,,,
Lepidothyris ferndi,,90.09868935,,1826.25,547.875,10,Carnivore,Other,
Lepidothyris hinkeli,,73.10695417,,,,12,Carnivore,Other,
Lepidothyris striatus,,111.6931624,,,,12,Carnivore,Other,
Leposoma annectans,,1.095720168,,,,,,,
Leposoma baturitensis,,0.907056621,,,,2,,,
Leposoma caparensis,,1.486156251,,,,,,,1
Leposoma ferreirai,,0.797164117,,,,,,,
Leposoma guianense,,1.191242008,,730.5,,1.99986187,Carnivore,Other,
Leposoma hexalepis,,1.40789689,,,,1.99986187,,,2
Leposoma ioan,,1.401406852,,,,,,,2
Leposoma nodactylus,,0.778416448,,,,,,,
Leposoma osvaldoi,2.964,0.8,,,,,,,
Leposoma parietale,3.38,1.9,,,,1.999930935,,,1
Leposoma percaritum,3.23,0.85,,,,1.894523514,,,2
Leposoma puk,,1.498117828,,,,,,Other,
Leposoma rugiceps,4.025,1.774189481,,,,2.1,,,4
Leposoma scincoides,,2.037,,,,1.500015095,Carnivore,,
Leposoma sinepollex,,0.793522895,,,,,,,
Leposoma snethlageae,,0.692744113,,,,,,,
Leposoma southi,,3.703403609,,,,,,,1
Leposternon bagual,,,,,,,,,
Leposternon cerradensis,,,,,,,,,
Leposternon infraorbitale,,,,,,4.5,,,
Leposternon kisteumacheri,,,,,,,,,
Leposternon maximus,,,,,,,,,
Leposternon microcephalum,,,,,,5,Carnivore,,
Leposternon mineiro,,,,,,,,,
Leposternon octostegum,,,,,,,,,
Leposternon scutigerum,,,,,,,,,
Leposternon wuchereri,,,,,,,Carnivore,,
Leptodeira bakeri,,66.0846724,,,,6,,,5
Leptodeira freta,,72.05537396,,,,,,,
Leptodeira maculata,,89.12509381,,,,6,,,4
Leptodeira nigrofasciata,,42.57992066,,,,7.5,,,3
Leptodeira punctata,,55.31750546,,,,6,,,1
Leptodeira rhombifera,,92.8,,1789.725,1515.7875,7.15,Carnivore,Nocturl,
Leptodeira rubricata,,68.26693471,,,,,,,
Leptodeira septentriolis,,193.1984159,,1789.725,1515.7875,5,,,5
Leptodeira splendida,,124.7691757,,,,,,,
Leptodeira uribei,,60.63681648,,,,,,,
Leptodrymus pulcherrimus,,109.900292,,,,,,,
Leptophis ahaetulla,,918.3325965,,,,6,,,
Leptophis coeruleodorsus,,189.2343619,,,,6,,,
Leptophis cupreus,,239.941646,,,,,,,
Leptophis depressirostris,,328.1476466,,,,,,,
Leptophis diplotropis,,280.5216819,,,,,,,
Leptophis haileyi,,278.5060584,,,,,,,
Leptophis mexicanus,,208.6796478,547.92,2812.425,2812.425,4,Carnivore,Other,7
Leptophis modestus,,464.5076376,,,,,,,
Leptophis nebulosus,,78.51178173,,,,,,,
Leptophis riveti,,117.2097683,,,,,,,
Leptophis stimsoni,,31.10858169,,,,,,,
Leptoseps osellai,,0.601279793,,,,,,Other,
Leptoseps poilani,,0.688820754,,,,,,Other,
Leptosiaphos aloysiisabaudiae,,0.789915055,,,,,,Other,5
Leptosiaphos amieti,,2.424531621,,,,,,,
Leptosiaphos blochmanni,,3.113039684,,,,2.5,Carnivore,Other,1
Leptosiaphos dewittei,,3.908709386,,,,,,,
Leptosiaphos dungeri,,4.119998374,,,,,,,
Leptosiaphos fuhni,,1.616525974,,,,,,,
Leptosiaphos graueri,,2.689584162,,,,1.999930935,Carnivore,Other,
Leptosiaphos hackarsi,,1.603470627,,,,,,,
Leptosiaphos hylophilus,,0.911285714,,,,,,,
Leptosiaphos ianthinoxantha,,4.820861838,,,,4.000184255,,,
Leptosiaphos kilimensis,,7.799150553,,,,2.999926591,Carnivore,Other,
Leptosiaphos koutoui,,2.176390867,,,,,,,
Leptosiaphos luberoensis,,3.305655607,,,,,,,
Leptosiaphos meleagris,,2.689584162,,,,1.999930935,Carnivore,,1
Leptosiaphos pauliani,,2.786660052,,,,,,,2
Leptosiaphos rhodurus,,12.37973717,,,,,,,1
Leptosiaphos rhomboidalis,,2.922210817,,,,,,,1
Leptosiaphos vigintiserierum,,2.298074324,,,,,,,
Leptotyphlops aethiopicus,,1.412803797,,,,,,,
Leptotyphlops conjunctus,,2.1,,,,,,,
Leptotyphlops distanti,,3.398126363,,,,,,,
Leptotyphlops filiformis,,1.307612416,,,,,,,
Leptotyphlops howelli,,1.385440883,,,,,,,
Leptotyphlops incognitus,,2.118361135,,,,,,,
Leptotyphlops jacobseni,,2.520486353,,,,,,,
Leptotyphlops kafubi,,1.78301891,,,,,,,
Leptotyphlops keniensis,,2.011509589,,,,,,,
Leptotyphlops latirostris,,1.307612416,,,,,,,
Leptotyphlops macrops,,5.199979983,,,,,,,
Leptotyphlops macrurus,,1.603470627,,,,,,,
Leptotyphlops mbanjensis,,0.983025439,,,,,,,
Leptotyphlops merkeri,,3.913039684,,,,,,,
Leptotyphlops nigricans,,2.292799402,,,,,,,
Leptotyphlops nigroterminus,,2.109180568,,,,,,,
Leptotyphlops nursii,,3.707676145,,,,,,,
Leptotyphlops pembae,,2.8,,,,,,,2
Leptotyphlops pitmani,,1.915984159,,,,,,,
Leptotyphlops pungwensis,,0.401822696,,,,,,,
Leptotyphlops sylvicolus,,0.818764641,,,,,,,
Leptotyphlops tae,,0.51728218,,,,,,,
Leptotyphlops telloi,,1.809850429,,,,,,,
Leptotyphlops wilsoni,,0.508803416,,,,,,,
Lepturophis albofuscus,,681.3,,,,,,,
Lerista allae,,4.41804322,,,,2.3,Carnivore,Nocturl,1
Lerista allochira,,0.583119645,,,,,Carnivore,Other,1
Lerista ameles,,0.992005553,,,,,,Nocturl,1
Lerista amicorum,,0.917702837,,,,,Carnivore,,
Lerista apoda,,1.398184181,,,,,Carnivore,,2
Lerista arenicola,,5.611706626,,,,2.8,Carnivore,Other,2
Lerista axillaris,,3.881834885,,,,,Carnivore,Nocturl,1
Lerista baynesi,,4.312569155,,,,3,Carnivore,Other,3
Lerista bipes,5.445,1.363425114,,3031.575,,2.149904805,Carnivore,Nocturl,3
Lerista borealis,5.97,1.7,,,,2.999926591,Carnivore,Other,2
Lerista bougainvillii,5.8205,8.1,,,,2.724896493,Carnivore,Other,2
Lerista bunglebungle,,1.491259043,,,,,Carnivore,Nocturl,1
Lerista carpentariae,,2.279717885,,,,,Carnivore,,2
Lerista chordae,,0.781039505,,,,,,,
Lerista christie,,0.583119645,,,,1.999930935,Carnivore,Other,1
Lerista cinerea,,2.410514523,,,,2.4,Carnivore,Nocturl,3
Lerista clara,,0.917702837,,,,,Carnivore,,
Lerista colliveri,,4.203633142,,,,1.999930935,Carnivore,,2
Lerista desertorum,8.605,4.56036916,,,,2.999926591,Carnivore,Nocturl,1
Lerista distinguenda,,1.016380703,,,,2,Carnivore,Other,2
Lerista dorsalis,,2.319418619,,,,,Carnivore,Other,1
Lerista edwardsae,,4.804196742,,,,2.999926591,Carnivore,Other,2
Lerista elegans,4.15,0.758788788,,,,2.749884851,Carnivore,Other,4
Lerista elongata,,1.52262722,,,,,Carnivore,,1
Lerista emmotti,,5.887446763,,,,3,Carnivore,Other,2
Lerista eupoda,,4.203633142,,,,,Carnivore,,1
Lerista flammicauda,,1.301583389,,,,,Carnivore,,1
Lerista fragilis,,1.52262722,,,,1.999930935,Carnivore,Other,1
Lerista frosti,,2.10188922,,,,2.3,Carnivore,Other,2
Lerista gascoynensis,,2.279717885,,,,,Carnivore,Nocturl,1
Lerista gerrardii,,3.881834885,,,,2,Carnivore,Nocturl,2
Lerista greeri,,1.891824545,,,,,Carnivore,Nocturl,1
Lerista griffini,,2.01384136,,,,2.299852587,Carnivore,Nocturl,2
Lerista haroldi,,0.583119645,,,,,Carnivore,,1
Lerista hobsoni,,,,,,,,,
Lerista humphriesi,,0.909166298,,,,1.999930935,Carnivore,Nocturl,2
Lerista ingrami,,0.418257916,,,,,Carnivore,Other,1
Lerista ips,,2.410514523,,,,1.999930935,Carnivore,Nocturl,1
Lerista jacksoni,,0.799917128,,,,,Carnivore,,
Lerista kalumburu,,1.720903437,,,,,Carnivore,,1
Lerista karlschmidti,,2.316729031,,,,1.6,Carnivore,Nocturl,3
Lerista kendricki,,2.01384136,,,,,Carnivore,Nocturl,2
Lerista kennedyensis,,1.409528761,,,,,Carnivore,Nocturl,3
Lerista kingi,,0.799917128,,,,,Carnivore,Other,
Lerista labialis,,1.52262722,,,,1.999930935,Carnivore,Nocturl,5
Lerista lineata,,1.675,,,,2.5,Carnivore,Other,5
Lerista lineopunctulata,9.985,7.328245331,,,,3.900317845,Carnivore,Other,2
Lerista macropisthopus,9.06,5.5,,,,,Carnivore,Nocturl,4
Lerista maculosa,,0.601279793,,,,,,,
Lerista micra,,0.799917128,,,,,Carnivore,Other,
Lerista microtis,,4.119998374,,,,2.8,Carnivore,Other,4
Lerista miopus,,,,,,4,,,
Lerista muelleri,4.51,0.984011106,,,,1.9,Carnivore,Other,4
Lerista neander,,3.990535853,,,,,Carnivore,,2
Lerista nevie,,0.601279793,,,,,,,
Lerista nichollsi,,2.10188922,,,,,Carnivore,Nocturl,2
Lerista occulta,,0.51605413,,,,,,,
Lerista onslovia,,2.279717885,,,,,Carnivore,Nocturl,2
Lerista orientalis,,0.917702837,,,,,Carnivore,Other,3
Lerista petersoni,7.865,3.758374043,,,,6.000336769,Carnivore,Nocturl,3
Lerista picturata,,4.41804322,,,,2.999926591,Carnivore,Nocturl,1
Lerista planiventralis,,2.410514523,,,,2.999926591,Carnivore,Other,2
Lerista praefrontalis,,2.279717885,,,,,,Nocturl,1
Lerista praepedita,,0.975302397,,,,,Carnivore,Nocturl,4
Lerista punctatovittata,9.802,6.151768727,730.56,,,2.425,Carnivore,Other,7
Lerista puncticauda,,3.779187021,,,,,Carnivore,,1
Lerista quadrivincula,,1.091963457,,,,,,,1
Lerista robusta,,1.805670046,,,,,Carnivore,Nocturl,1
Lerista rochfordensis,,3.3209752,,,,,Carnivore,Nocturl,
Lerista rolfei,,0.894600559,,,,,Carnivore,Other,
Lerista separanda,,0.313293916,,,,,Carnivore,,2
Lerista simillima,,1.222257306,,,,,Carnivore,Nocturl,2
Lerista speciosa,,1.016380703,,,,,Carnivore,,1
Lerista stictopleura,,1.409528761,,,,,Carnivore,,1
Lerista storri,,2.503054627,,,,2,Carnivore,Nocturl,1
Lerista stylis,,1.288219404,,,,2.2,,Nocturl,4
Lerista taeniata,,0.953148259,,,,,Carnivore,Nocturl,5
Lerista talpi,,0.418257916,,,,,,,
Lerista terdigitata,,2.279717885,,,,,Carnivore,Other,4
Lerista timida,,0.917702837,,,,2,Carnivore,Other,
Lerista tridactyla,,1.301583389,,,,,Carnivore,Other,1
Lerista uniduo,,1.603470627,,,,2.3,Carnivore,Nocturl,2
Lerista vanderduysi,,,,,,,,,
Lerista varia,,3.677973958,,,,,Carnivore,Nocturl,2
Lerista verhmens,,0.992005553,,,,,Carnivore,Other,
Lerista vermicularis,,0.619867418,,,,,Carnivore,Nocturl,1
Lerista viduata,,1.616525974,,,,,Carnivore,Other,1
Lerista vittata,,2.783470823,,,,2.55,Carnivore,Nocturl,1
Lerista walkeri,,1.720903437,,,,1.999930935,Carnivore,Other,3
Lerista wilkinsi,,2.689584162,,,,1.9498446,Carnivore,Nocturl,2
Lerista xanthura,4.615,1.4,319.62,,,1.45,Carnivore,Other,1
Lerista yu,,1.977169728,,,,,Carnivore,Nocturl,1
Lerista zietzi,,1.094251114,,,,,Carnivore,,
Lerista zonulata,,0.992005553,,,,,Carnivore,Other,3
Letheobia acutirostrata,,59.65176433,,,,,,,
Letheobia caeca,,49.52250954,,,,,,,
Letheobia crossii,,15.4262722,,,,,,,
Letheobia debilis,,76.39178918,,,,,,,
Letheobia episcopus,,21.0188922,,,,,,,
Letheobia erythraea,,6.485713079,,,,,,,
Letheobia feae,,19.42680041,,,,,,,
Letheobia gracilis,,119.9249652,,,,,,,
Letheobia graueri,,61.09710125,,,,,,,
Letheobia juba,,97.07549836,,,,,,,
Letheobia kibarae,,108.0716976,,,,,,,
Letheobia largeni,,9.797449927,,,,,,,
Letheobia leucosticta,,5.11430692,,,,,,,
Letheobia lumbriciformis,,58.65690823,,,,,,,
Letheobia newtoni,,39.568331,,,,,,,
Letheobia pallida,,8.649679188,,,,,,,1
Letheobia pauwelsi,,15.4262722,,,,,,,
Letheobia pemba,,1.291165291,,,,,,,
Letheobia praeocularis,,21.71350589,,,,,,,
Letheobia rufescens,,83.72646411,,,,,,,
Letheobia simonii,,5.901005401,,,,,,,
Letheobia somalica,,128.2665291,,,,,,,
Letheobia stejnegeri,,69.01199019,,,,,,,
Letheobia sudanensis,,104.2317429,,,,,,,
Letheobia swahilica,,2.514648998,,,,,,,
Letheobia toritensis,,8.976823828,,,,,,,
Letheobia uluguruensis,,6.485713079,,,,,,,
Letheobia wittei,,15.4262722,,,,,,,
Leucocephalon yuwonoi,,3767.03799,,,,1,,,
Lialis burtonis,21.7125,22.75097431,,,,1.9,Carnivore,Other,7
Lialis jicari,,24.20514523,,,,1.999930935,Carnivore,Other,10
Liasis fuscus,,10115.79454,,9788.7,8309.4375,11.9,Carnivore,Nocturl,5
Liasis mackloti,,6237.348355,,6373.6125,4328.2125,9,,Nocturl,
Liasis olivaceus,,21718.60589,,4127.325,,17,,Nocturl,6
Liasis papua,,25822.60191,,,,20.5,,,
Liburscincus artemis,,,,,,,,Other,
Liburscincus coensis,,6.197205375,,,,,,Other,3
Liburscincus mundivensis,5.55,4.139996748,,,,1.999930935,Carnivore,Other,1
Liburscincus scirtetis,6.627,6.8,,,,1.999930935,Omnivore,Other,1
Lichanura orcutti,,322.9247061,,,,,,,
Lichanura trivirgata,,481,,11322.75,6793.65,7.25,Carnivore,Nocturl,9
Limnophis bangweolicus,,35.53156593,,,,,,,
Limnophis bicolor,,40.81596932,,,,,,,
Liodytes alleni,,89.53647655,,,,20,,,
Liodytes pygaea,,40.55085354,,,,7.5,,,
Liodytes rigida,,134.2764961,,,,10.5,,,
Lioheterophis iheringi,,12.62368174,,,,,,,
Liolaemus abaucan,,8.624839594,,,,,Omnivore,Other,1
Liolaemus abdalai,5.218,3.9,,,,1.85,,Other,1
Liolaemus absconditus,,,,,,3,Carnivore,Other,
Liolaemus acostai,,14.41057676,,,,,,Other,
Liolaemus albiceps,,27.10095816,,,,,Herbivore,Other,1
Liolaemus alticolor,,5.205973556,,,,3.5,Omnivore,Other,
Liolaemus anomalus,,27.9949066,,,,7.500334494,Carnivore,Other,1
Liolaemus antumalguen,,41.39998374,,,,,,Other,
Liolaemus aparicioi,,6.218674177,,,,,Carnivore,,
Liolaemus arambarensis,,6.722640138,,,,1.999930935,Omnivore,Other,3
Liolaemus araucaniensis,6.677,7.1,,,,,Omnivore,Other,2
Liolaemus atacamensis,6.595,14.5881426,,,,5.000172675,Carnivore,Other,2
Liolaemus audituvelatus,,6.722640138,,,,2,Carnivore,Other,2
Liolaemus austromendocinus,,37.03403609,,,,4.5,Carnivore,Other,3
Liolaemus avilai,,7.205537396,,,,,,,
Liolaemus azarai,,4.977250954,,,,,Carnivore,Other,1
Liolaemus baguali,,21.31522457,,,,3.5,Carnivore,Other,2
Liolaemus bibronii,5.218,10.86425624,,,,2.774896493,Carnivore,Other,5
Liolaemus bisigtus,,,,,,,Omnivore,Other,
Liolaemus bitaeniatus,,7.482243792,,,,5.702364702,Carnivore,Other,3
Liolaemus boulengeri,5.81,15.2,,,,4.037370457,Carnivore,Other,2
Liolaemus buergeri,,45.294879,,,,,Herbivore,Other,1
Liolaemus burmeisteri,,19.99930935,,,,,Carnivore,Other,
Liolaemus calchaqui,,6.722640138,,,,,Omnivore,Other,1
Liolaemus calliston,,,,,,,,Other,
Liolaemus camarones,,40.91303299,,,,,,,
Liolaemus canqueli,,32.80476466,,,,,Omnivore,Other,1
Liolaemus caparensis,,6.398674177,,,,,,Other,1
Liolaemus capillitas,,26.19091504,,,,,Carnivore,Other,2
Liolaemus carlosgarini,,10.3019306,,,,,,Other,
Liolaemus casamiquelai,,39.518331,,,,,,Other,
Liolaemus cazianiae,,14.19528761,,,,3,,Other,
Liolaemus ceii,,23.67959849,,,,,,,2
Liolaemus chacabucoense,,7.826178173,,,,,Carnivore,Other,
Liolaemus chacoensis,4.78,5.152286446,,,,6.285079032,Carnivore,Other,1
Liolaemus chaltin,,6.297530914,,,,4.5,Omnivore,Other,1
Liolaemus chavin,,9.284149117,,,,4,,Other,
Liolaemus chehuachekenk,,36.62187873,,,,,Omnivore,Other,
Liolaemus chiliensis,7.8265,39.26449354,,,,14.50053418,Carnivore,Other,4
Liolaemus chillanensis,6.1275,22.85598803,,,,2.999926591,Omnivore,Other,2
Liolaemus chlorostictus,,19.80763513,,,,,Herbivore,Other,1
Liolaemus choique,,24.23305048,,,,,,,
Liolaemus chungara,,5.310541296,,,,,,Other,
Liolaemus cinereus,,7.826178173,,,,,Carnivore,,
Liolaemus coeruleus,,10.88212812,,,,4.499935169,Carnivore,Other,2
Liolaemus confusus,,8.694802146,,,,3,Carnivore,Other,
Liolaemus constanzae,6.233,14.4,,,,3.319994202,Omnivore,Other,3
Liolaemus crandalli,,26.57302781,,,,,Omnivore,Other,
Liolaemus cranwelli,,5.907808171,,,,,,,1
Liolaemus crepuscularis,,8.289710819,,,,4.5,Herbivore,Other,
Liolaemus cristiani,,15.30543731,,,,,Omnivore,Other,2
Liolaemus curicensis,,10.87505408,,,,2.999926591,Carnivore,Other,5
Liolaemus curis,,36.39575181,,,,5.5,Carnivore,Other,2
Liolaemus cuyanus,7.943,37.4,,,,,Omnivore,Other,1
Liolaemus cuyumhue,,7.381035487,,,,,Carnivore,Other,
Liolaemus cyaneinotatus,,6.485713079,,,,,Omnivore,Other,
Liolaemus cyanogaster,,11.38813643,,,,8.5,Carnivore,Other,4
Liolaemus darwinii,5.334,10.39920166,,,,5.050100257,Carnivore,Other,1
Liolaemus diaguita,,3.779187021,,,,,,Other,
Liolaemus dicktracyi,,25.32564315,,,,,Carnivore,Other,3
Liolaemus disjunctus,,25.32564315,,,,,,Other,1
Liolaemus ditadai,,27.9949066,,,,7.500334494,Carnivore,Other,1
Liolaemus donosobarrosi,,8.624839594,,,,,Carnivore,Other,1
Liolaemus dorbignyi,,34.90701577,,,,4.5,Omnivore,Other,1
Liolaemus duellmani,,18.40386001,,,,2,Omnivore,Other,2
Liolaemus dumerili,,17.01079254,,,,,,Other,
Liolaemus eleodori,,17.7209474,,,,,Omnivore,Other,1
Liolaemus erguetae,,9.492092317,,,,,Herbivore,Other,2
Liolaemus erroneus,,9.191662982,,,,,,,1
Liolaemus escarchadosi,,24.49531621,,,,3,Carnivore,Other,1
Liolaemus espinozai,,7.781235583,,,,2.5,Carnivore,Other,
Liolaemus etheridgei,,10.88212812,,,,,Omnivore,Other,2
Liolaemus exploratorum,,5.176143223,,,,,,,1
Liolaemus fabiani,7.029,23.87811283,,,,2.5,Omnivore,Other,1
Liolaemus famatie,,6.083681648,,,,,Omnivore,Other,1
Liolaemus filiorum,,,,,,,,,
Liolaemus fittkaui,,7.482243792,,,,,Carnivore,Other,
Liolaemus fitzgeraldi,,8.624839594,,,,2,Carnivore,Other,2
Liolaemus fitzingerii,,44.07774318,,,,,Omnivore,Other,2
Liolaemus flavipiceus,,28.50509134,,,,,,Other,2
Liolaemus forsteri,,35.98746676,,,,,Herbivore,,2
Liolaemus foxi,,18.38269172,,,,4,Carnivore,Other,2
Liolaemus frassinettii,,24.60183802,,,,,,Other,
Liolaemus fuscus,4.701,4.7,,,,1.999930935,Carnivore,Other,2
Liolaemus gallardoi,,25.32564315,,,,3,Omnivore,Other,1
Liolaemus gardeli,,,,,,,Omnivore,Other,
Liolaemus goetschi,,13.03085444,,,,,Carnivore,Other,
Liolaemus gracielae,,14.5272954,,,,,Herbivore,Other,
Liolaemus gracilis,,6.090675006,,,,4.112370065,Carnivore,Other,1
Liolaemus gravenhorstii,4.7,10.39920166,,,,6.5,Carnivore,Other,
Liolaemus griseus,,10.88212812,,,,,Omnivore,Other,1
Liolaemus grosseorum,,5.422513264,,,,,Carnivore,Other,2
Liolaemus gunuku,7.368,30.3,,,,,Carnivore,Other,2
Liolaemus hajeki,,11.87884374,,,,,Carnivore,Other,1
Liolaemus halostes,,11.77448777,,,,3.5,,Other,
Liolaemus hatcheri,,12.39398293,,,,3,Herbivore,Other,2
Liolaemus heliodermis,,19.09926629,,,,,Omnivore,Other,1
Liolaemus hellmichi,,6.699423047,,,,,Carnivore,Other,1
Liolaemus hermannunezi,,11.58056121,,,,,Carnivore,Other,
Liolaemus huacahuasicus,6.32,14,,,,4.8,Herbivore,Other,1
Liolaemus huayra,,27.37634363,,,,,,Other,
Liolaemus igneus,,,,,,,Carnivore,Other,
Liolaemus icayali,,13.60722341,,,,,Carnivore,Other,1
Liolaemus incaicus,,6.005868687,,,,5,,Other,
Liolaemus insolitus,,8.624839594,,,,,Carnivore,,1
Liolaemus inti,,23.9941646,,,,,,Other,
Liolaemus irregularis,,23.65919697,2922.24,3652.5,,5.69,Omnivore,Nocturl,1
Liolaemus isabelae,,20.57945298,,,,,Carnivore,Other,1
Liolaemus janequeoae,,,,,,2.5,,Other,
Liolaemus josei,,12.42257306,,,,,,Other,1
Liolaemus juanortizi,,27.40787086,,,,,Omnivore,Other,1
Liolaemus kingii,,32.80476466,,,,4,Omnivore,Other,2
Liolaemus kolengh,,7.619178918,,,,4,Carnivore,Other,1
Liolaemus koslowskyi,5.806,17.7,,,,5.2,Carnivore,Other,1
Liolaemus kriegi,,50.5912331,,,,4,Omnivore,Other,2
Liolaemus kuhlmanni,6.954,21.3,,,,6.780288283,,,
Liolaemus laurenti,4.133,12.38796587,,,,,Omnivore,Other,1
Liolaemus lavillai,,8.416673789,,,,,Omnivore,Other,4
Liolaemus leftrarui,,,,,,1,Carnivore,Other,
Liolaemus lemniscatus,4.7445,5.457578611,,,,4.249935169,Carnivore,Other,4
Liolaemus lentus,,10.78232607,,,,,,Other,
Liolaemus lineomaculatus,5.557,9.9,,,,3.6,Herbivore,Other,3
Liolaemus loboi,,12.2089983,,,,,Carnivore,Other,1
Liolaemus lonquimayensis,,,,,,2,Carnivore,Other,
Liolaemus lopezi,,9.294831934,,,,,,Other,
Liolaemus lorenzmuelleri,,40.47879458,,,,,Carnivore,Other,1
Liolaemus lutzae,6.393,22.85598803,365.28,,,2.667558795,Herbivore,Other,2
Liolaemus magellanicus,5.677,11.35010816,,,,5.5,Omnivore,Other,2
Liolaemus maldodae,,18.81824545,,,,,Carnivore,Other,1
Liolaemus manueli,,6.99920998,,,,3,Carnivore,Other,1
Liolaemus mapuche,,19.28762457,,,,,Carnivore,Other,2
Liolaemus martorii,,14.3109395,,,,,Carnivore,Other,1
Liolaemus melaniceps,,36.71411502,,,,,Omnivore,Other,
Liolaemus melanogaster,,24.49531621,,,,,,,2
Liolaemus melanopleurus,,11.29897957,,,,,,Other,
Liolaemus millcayac,,15.4262722,,,,7.500334494,Carnivore,Other,
Liolaemus molii,,11.21009227,,,,,Herbivore,Other,1
Liolaemus montanezi,,8.220690575,,,,,,Other,1
Liolaemus montanus,,13.47930177,,,,,Omnivore,Other,1
Liolaemus monticola,6.1275,22.85598803,,,,4.124865011,Carnivore,Other,1
Liolaemus moradoensis,6.677,6.745280277,,,,,,Other,
Liolaemus morandae,,7.499471047,,,,,,,
Liolaemus morenoi,,22.39360569,,,,5.000172675,Omnivore,Other,2
Liolaemus multicolor,5.757,15.9267386,3835.44,7305,,6.4,Omnivore,Nocturl,1
Liolaemus multimaculatus,,12.01132217,,,,4.599761673,Carnivore,Other,1
Liolaemus neuquensis,6.677,11.3,,,,4.85,Omnivore,Other,3
Liolaemus nigriceps,,30.81593975,,,,,Herbivore,Other,
Liolaemus nigrocoeruleus,,,,,,,Carnivore,Other,
Liolaemus nigromaculatus,6.595,26.18183008,,,,3.1,Omnivore,Other,2
Liolaemus nigroviridis,6.6845,22.38721139,,,,5,Omnivore,Other,1
Liolaemus nitidus,8.601,19.42,,1643.625,,8.000092224,Herbivore,Other,1
Liolaemus occipitalis,,11.60724307,,,,,Carnivore,Other,2
Liolaemus olongasta,5.46,9.484184633,,,,4.000128771,Omnivore,Other,3
Liolaemus omorfi,,,,,,,Omnivore,Other,
Liolaemus orientalis,,26.7,,,,,Herbivore,Other,1
Liolaemus orko,,11.28598728,,,,,,,
Liolaemus ortus,,11.47756471,,,,7,Omnivore,Other,3
Liolaemus ortizii,,11.37505408,,,,,,,1
Liolaemus pacha,,9.892765473,,,,,Carnivore,Other,
Liolaemus pachacutec,,4.312569155,,,,3,,Other,
